"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KO:K00029",159.018152079917,-0.416069920800589,0.714086089826128,-0.582660727786894,0.560121715600971,0.884929864981817
"KO:K00030",58.0074949394638,0.0153201017270518,0.980513575179014,0.0156245687105911,0.987533905077378,1
"KO:K00031",690.933366690663,-0.320201538868471,0.441822059171726,-0.724729633166677,0.468617911949534,0.84046838304085
"KO:K00032",0.324274092242988,0,5.36710373993261,0,1,NA
"KO:K00033",127.150287566532,-1.6356586248051,0.719518551167735,-2.27326817654739,0.0230100240463663,0.201588091079455
"KO:K00034",83.1447547511298,-0.555218205595692,1.16130954216461,-0.47809665333568,0.632581413946373,0.91906527771544
"KO:K00035",1.32741678063198,0.14640710185149,5.33736416984742,0.0274306000476028,0.978116292117774,NA
"KO:K00036",233.653077724686,-0.775931829011375,0.491754175523942,-1.57788559331429,0.11459189527676,0.479812823784812
"KO:K00038",5.60297770553437,-1.39291651504317,2.0759664521928,-0.670972555251007,0.502238013281881,0.858163229208543
"KO:K00039",1.09183337823185,0.283007909913481,5.33206374705877,0.0530766178610658,0.95767086143057,NA
"KO:K00040",0.0618061127646939,0,5.36815307458405,0,1,NA
"KO:K00041",0.38108782979737,0,5.36854222567271,0,1,NA
"KO:K00042",34.2826622933989,-0.596806894646928,1.38440837106266,-0.431091654111296,0.666401728804543,0.933698579144729
"KO:K00045",9.70476931527251,-4.15071897316311,5.32614995157669,-0.77930944695509,0.435797451095507,0.81871308251014
"KO:K00046",18.0013361502554,-1.47492533867335,1.34052625640634,-1.10025844822115,0.271219530883942,0.681733875183823
"KO:K00048",0.0376329005433813,0,5.36084726539002,0,1,NA
"KO:K00050",18.6523056666525,0.266512531781718,1.17823034880541,0.226197306878007,0.821047965135547,0.988918318328596
"KO:K00052",175.183190483828,0.042567141774284,0.532531692264905,0.0799335370881724,0.936290116419813,1
"KO:K00053",779.867971184383,1.17621609713746,0.5048077255766,2.33002792458052,0.0198046752692977,0.181829524804966
"KO:K00054",11.5022468975874,1.63039462167217,1.72708102751815,0.944017446601844,0.345160732901183,0.755677344221525
"KO:K00055",26.3805857437968,-0.909058590902173,1.62684008078586,-0.558787923680271,0.576306465190242,0.892442524082754
"KO:K00057",4565.65869343596,-1.54068470948862,1.34333316695625,-1.14691183645792,0.251418060235465,0.659749519766824
"KO:K00058",219.474616056221,0.384173750811549,0.714524717177388,0.537663346803683,0.590809488213513,0.900147929513835
"KO:K00059",868.203024169292,-0.480271966107178,0.376095205274146,-1.27699571643594,0.201603759562251,0.604102400411197
"KO:K00060",13.2957159254974,-0.425829516096606,1.04965949683845,-0.405683478670174,0.68497518303356,0.93991685073886
"KO:K00064",6.32886162164146,-2.56332436897908,2.08491104477918,-1.22946462171511,0.21889765442114,0.626389266324994
"KO:K00065",22.1835115735175,-0.44007755710681,1.26442491378748,-0.34804562319845,0.727805920529334,0.956618794301433
"KO:K00066",138.741230075045,0.443643130808495,0.591566945382858,0.749945774136132,0.453287364292641,0.83440957606108
"KO:K00067",64.0790551745186,-2.29539252504313,1.13982572931808,-2.01381006411953,0.0440294786886183,0.294059695212793
"KO:K00068",0.0413341453373336,0,5.36241950092754,0,1,NA
"KO:K00073",0.41549670878139,0,5.36720008595954,0,1,NA
"KO:K00074",150.97195110729,0.305358732085319,0.617035287394565,0.494880500878155,0.620684475564638,0.914179254153461
"KO:K00075",43.6485055198885,-2.58787525517281,1.0946714353843,-2.36406575664806,0.0180756039565722,0.172923866883754
"KO:K00076",2.21332698743366,-2.06797580109624,3.40602164133545,-0.607152865971052,0.543749468915656,NA
"KO:K00077",81.4801163899206,-1.08836469142036,0.906496177830758,-1.20062799826118,0.229895535326746,0.637226209251111
"KO:K00079",0.0329287879754587,0,5.36147833007232,0,1,NA
"KO:K00082",0.566404869223975,-4.72586045174494,5.33159644790451,-0.886387500989944,0.375408752152562,NA
"KO:K00086",1.6052455897135,1.42757960740043,4.10465218217155,0.347795512029274,0.727993760387227,NA
"KO:K00087",248.256071119776,0.203398079319725,1.3124829297113,0.154971980751373,0.876843406532949,1
"KO:K00088",772.313128945918,-0.168688458708107,0.539760938793863,-0.312524391048108,0.754642029318935,0.966762014246026
"KO:K00090",2.2575784216675,0,2.85812389204226,0,1,NA
"KO:K00091",82.5236946650003,-0.0342518818539333,1.41630447688151,-0.0241839819142214,0.980705854975198,1
