Feature,3300044942_P34SSC2_190917_f,3300044943_P34SSC2_190917_i,3300044944_P34SSC2_190917_c,3300044945_P34SSC2_191111_f,3300045458_P15SSC1_190915_i,3300045459_P15SSC1_191107_f,3300045460_P15SSC1_191107_i,3300045461_P24SSC2_190915_c,3300045462_P24SSC2_190915_f,3300045463_P24SSC2_190915_i,3300045464_P24SSC2_191109_c,3300045465_P24SSC2_191109_i,3300045466_P26SSC2_190918_c,3300045467_P26SSC2_190918_f,3300045468_P26SSC2_190918_i,3300045469_P26SSC2_191112_c,3300045470_P26SSC2_191112_f,3300045471_P35SSC1_191108_f,3300045472_P35SSC1_191108_i,3300045473_P26SSC2_191112_i,3300046191_P34SSC2_191111_c,3300048051_P15SSCI_191107_c,3300048052_P35SSC1_190914_c,3300048053_P35SSC1_190914_i,3300048054_P35SSC1_191108_c,3300048092_P11SSC1_190916_c,3300048093_P11SSC1_190916_f,3300048094_P11SSC1_190916_i,3300048095_P11SSC1_191119_f,3300048096_P11SSC1_191119_i,3300048099_P15SSC1_190912_c,3300048100_P15SSC1_190913_f
KO:K11392,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0
KO:K11397,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
KO:K11410,0,0,0,7,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11412,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
KO:K11422,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K11426,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11429,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11433,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
KO:K11434,30,14,3,0,6,0,0,8,37,47,0,52,0,6,0,0,0,8,0,10,0,0,0,0,0,0,7,0,0,32,7,0
KO:K11436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
KO:K11442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K11443,393,210,56,68,140,18,28,41,278,237,96,33,28,95,38,105,75,141,435,250,73,7,9,25,26,106,159,138,103,86,55,146
KO:K11444,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4,17,13,7,0,0,6,0,0,0,0,0,0,5,0
KO:K11446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
KO:K11472,24,81,29,20,24,0,0,0,29,7,0,0,12,15,0,4,38,3,84,19,25,0,0,15,5,52,24,61,45,21,0,24
KO:K11473,147,86,31,20,38,0,24,10,73,45,11,9,11,78,0,31,64,67,135,16,44,0,0,11,5,82,89,131,49,23,33,83
KO:K11474,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,6,12,7,0,0
KO:K11475,62,14,0,0,20,0,0,24,34,17,0,0,90,40,0,0,0,20,15,7,0,0,0,0,0,13,14,25,0,3,0,9
KO:K11476,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11477,1502,153,54,0,89,0,0,88,844,203,0,7,126,42,0,20,12,6,83,0,16,0,0,8,0,244,355,72,42,31,152,58
KO:K11483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
KO:K11493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
KO:K11497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K11498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
KO:K11517,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
KO:K11518,0,0,0,0,0,0,20,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
KO:K11521,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
KO:K11527,28,8,0,8,51,0,0,6,9,12,9,7,11,8,16,9,2010,0,5,21,0,0,0,0,0,3,16,4,21,23,20,8
KO:K11528,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
KO:K11530,84,50,52,0,16,0,0,45,42,0,7,0,179,69,0,41,38,75,12,37,9,0,0,0,0,75,73,37,31,18,42,22
KO:K11532,0,0,0,0,9,0,0,0,0,36,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,11,0,15,0,13,32
KO:K11533,157,0,0,191,520,1121,597,0,12,0,684,48,0,29,0,4,68,220,0,0,0,0,0,0,0,54,44,5,306,89,80,113
KO:K11534,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
KO:K11537,0,4,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2
KO:K11540,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0
KO:K11541,0,0,0,0,0,0,0,0,0,0,11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,5
KO:K11578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
KO:K11584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
KO:K11593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,0,0,0,6
KO:K11594,13,5,6,0,0,0,49,0,8,0,0,70,0,7,0,14,21,0,0,13,0,0,0,0,0,5,0,0,0,31,0,7
KO:K11600,60,19,23,53,6,31,0,30,66,26,22,0,0,12,0,169,52,65,0,40,0,0,0,0,10,17,6,0,31,6,0,0
KO:K11603,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
KO:K11604,0,0,0,0,13,15,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,88,55,103,115,35,147,137
KO:K11605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,78,103,99,46,143,177
KO:K11606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,23,103,99,19,140,40
KO:K11607,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,58,103,99,31,140,137
KO:K11608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
KO:K11609,17,0,0,0,201,421,324,4,30,30,254,39,0,0,0,0,0,12,0,0,5,20,0,0,0,0,29,6,51,108,123,165
KO:K11610,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
KO:K11611,0,0,0,0,44,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
KO:K11617,11,0,0,0,4,0,0,0,0,0,5,13,0,0,0,0,0,0,4,0,0,0,0,0,0,17,5,0,0,0,3,0
KO:K11618,94,4,7,0,7,0,0,0,11,0,0,0,7,0,0,0,39,0,10,16,4,3,0,0,7,26,42,37,7,22,0,0
KO:K11619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0
KO:K11621,0,0,0,0,0,0,0,6,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
KO:K11622,0,0,0,0,6,0,0,14,42,19,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11628,0,0,0,0,0,56,29,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11
KO:K11645,1270,440,295,66,268,55,20,132,748,684,54,28,289,409,20,161,291,403,394,288,90,0,25,0,39,247,533,391,144,119,274,459
KO:K11646,23,5,0,8,0,0,0,0,0,13,0,0,29,0,0,66,14,33,0,0,0,0,0,0,0,5,0,0,0,0,5,0
KO:K11648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
KO:K11649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
KO:K11654,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
KO:K11668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
KO:K11686,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,34,0,0
KO:K11687,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
KO:K11688,246,178,9,0,46,0,0,11,22,6,0,6,0,28,0,0,26,0,115,77,0,0,0,10,0,49,237,403,8,2,10,33
KO:K11689,170,56,0,0,8,0,0,4,0,0,0,0,0,10,0,0,0,0,58,34,0,0,0,0,0,5,130,250,8,0,4,0
KO:K11690,96,39,0,0,69,0,0,0,4,14,0,0,0,3,0,0,0,9,23,19,7,0,0,0,0,22,87,201,5,0,17,18
KO:K11691,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0
KO:K11704,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11705,0,0,8,16,0,0,0,0,0,0,0,0,0,6,0,46,10,2,11,0,63,0,0,0,0,0,14,0,7,24,0,0
KO:K11707,52,7,5,0,24,0,7,0,8,0,0,10,0,0,0,6,35,4,5,47,12,0,0,0,0,0,28,10,34,30,0,0
KO:K11708,0,0,0,0,0,19,0,0,6,0,0,0,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,6,0,0
KO:K11709,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,28,0,0,0,0,0,0,4,0,0,9,0,0
KO:K11710,19,0,0,11,6,0,11,0,6,0,0,0,0,0,0,0,8,0,0,18,9,0,0,0,0,6,14,0,7,19,0,0
KO:K11711,0,11,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,33
KO:K11712,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
KO:K11717,2313,250,181,732,674,807,371,94,911,237,1183,520,97,619,63,578,1695,1310,226,806,403,19,3,13,11,251,439,269,1467,956,218,3953
KO:K11719,116,85,0,0,36,0,0,9,118,31,26,0,0,13,0,4,16,38,148,64,0,0,0,25,0,17,49,71,36,6,44,28
KO:K11720,127,41,0,0,131,0,0,0,61,16,0,17,3,33,0,3,0,19,46,55,27,22,0,8,0,47,105,69,60,15,49,62
KO:K11731,16,19,16,0,35,0,0,0,11,8,0,0,0,0,0,0,0,0,103,3,0,0,0,0,0,23,0,12,0,0,0,29
KO:K11733,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11734,45,170,0,4,0,0,0,11,66,27,27,6,0,0,0,0,6,0,1070,33,0,0,0,73,0,0,0,181,34,8,0,30
KO:K11735,15,37,0,0,72,39,0,0,26,13,40,14,0,0,0,0,0,0,77,23,0,0,0,41,0,0,7,12,9,30,23,59
KO:K11736,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11737,6,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,12,0,0
KO:K11738,0,0,0,0,6,0,21,0,0,0,26,60,0,0,0,0,0,0,0,36,0,0,0,0,0,5,0,9,11,0,21,0
KO:K11740,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11741,43,6,0,0,27,6,0,14,28,18,9,0,0,12,0,11,4,11,0,6,6,0,0,11,0,7,15,13,13,15,3,13
KO:K11742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11744,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,5,0,0,0,0
KO:K11745,0,0,0,0,9,0,0,0,10,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,3,0,9,8
KO:K11746,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13
KO:K11747,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,28,4,0,0,0,0,0,9,14,8,25,0,0,15
KO:K11749,2537,763,266,292,663,91,72,246,1038,726,262,183,246,2031,18,2300,1397,1005,761,562,303,86,16,85,33,440,840,703,730,375,357,914
KO:K11750,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11751,14,0,0,0,0,0,0,0,3,13,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,20
KO:K11752,138,71,56,0,40,0,20,0,46,12,258,0,37,59,0,21,73,19,86,189,3,110,2,0,2,88,182,136,83,113,67,66
KO:K11753,414,237,108,41,264,11,0,69,239,164,168,32,45,134,22,18,146,104,313,118,56,149,0,23,3,117,189,163,156,140,79,132
KO:K11754,353,90,24,0,265,27,20,21,112,91,138,31,13,19,0,8,42,42,183,132,4,177,0,15,0,99,164,95,121,40,61,372
KO:K11755,186,22,0,14,87,14,0,3,22,0,43,0,0,44,0,31,82,40,18,37,55,0,0,0,0,0,71,9,23,38,6,20
KO:K11757,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11768,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K11771,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K11777,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11778,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0
KO:K11779,245,139,96,9,94,14,0,102,192,126,78,0,227,128,23,100,165,96,48,153,34,0,13,5,11,169,169,125,107,122,102,167
KO:K11781,164,157,81,0,58,0,0,53,115,150,0,0,12,33,0,90,0,30,50,21,5,0,0,0,10,120,185,142,20,29,108,82
KO:K11782,243,38,75,5,8,0,0,32,85,88,0,0,100,50,0,32,71,28,14,41,23,0,4,0,0,69,217,99,67,49,16,33
KO:K11783,8,0,0,0,0,0,0,0,0,14,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,0,0
KO:K11784,352,156,79,11,205,98,12,65,206,198,33,26,9,186,0,63,43,183,97,94,44,0,0,5,0,78,124,117,113,46,69,134
KO:K11785,165,88,31,24,27,53,26,33,334,39,17,33,24,107,10,47,185,92,43,95,50,0,11,0,0,50,48,154,129,142,33,57
KO:K11786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
KO:K11787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11788,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
KO:K11805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
KO:K11808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
KO:K11811,5,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,8,0,8,0,0,0,0
KO:K11814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11824,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
KO:K11826,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
KO:K11835,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
KO:K11836,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
KO:K11838,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
KO:K11839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
KO:K11841,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
KO:K11843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11872,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
KO:K11883,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
KO:K11885,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K11889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0
KO:K11890,10,14,3,0,10,0,0,0,0,3,0,0,6,24,0,0,0,0,11,0,0,0,0,0,0,7,0,7,9,0,7,10
KO:K11891,50,42,29,0,15,0,0,54,17,39,5,0,4,65,0,24,16,0,40,7,12,0,4,5,0,55,50,51,34,30,30,51
KO:K11892,57,18,27,13,12,0,0,20,11,5,0,0,16,59,0,32,12,0,0,10,12,0,0,9,0,61,35,40,19,12,23,10
KO:K11893,128,64,55,12,9,19,23,14,26,33,0,0,46,63,0,20,45,17,31,9,17,0,0,0,0,67,64,72,50,33,54,34
KO:K11894,11,0,0,0,10,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,23
KO:K11895,31,26,8,0,26,0,0,23,32,28,0,0,13,62,0,0,51,18,5,3,0,0,0,0,0,6,12,18,15,10,11,14
KO:K11896,243,222,208,9,44,0,0,94,156,205,12,0,214,186,0,16,123,28,88,15,11,0,0,0,0,169,139,91,7,11,52,53
KO:K11897,198,255,253,0,46,0,0,65,98,255,0,0,126,93,0,0,300,45,108,36,5,0,7,6,0,120,63,25,12,0,101,28
KO:K11898,360,369,124,11,83,12,0,382,1814,268,22,0,192,198,0,0,87,94,119,31,22,0,0,13,0,182,286,158,41,8,384,116
KO:K11899,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,31,58,6,36,49
KO:K11900,2604,2175,1117,13,546,0,0,2657,2802,2877,24,6,1946,918,0,120,588,402,990,112,33,0,88,97,17,1412,1087,1099,203,88,1570,10087
KO:K11901,1171,872,433,7,227,7,0,673,1170,973,0,7,935,504,0,16,259,162,353,79,9,0,39,43,7,611,550,524,84,23,716,769
KO:K11902,265,179,135,3,143,0,0,408,376,288,0,7,526,192,0,5,102,74,68,20,8,0,6,15,7,330,353,149,83,56,279,256
KO:K11903,9099,3622,2457,110,1852,82,14,4312,9428,14630,42,18,5273,1882,40,96,444,1065,1223,120,104,0,396,234,67,3259,1983,2257,291,162,3250,11524
KO:K11904,571,265,217,12,173,160,0,360,442,451,15,0,538,352,0,44,64,76,231,39,27,0,16,4,2,323,263,272,128,38,448,250
KO:K11905,31,4,0,0,0,0,0,9,75,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,54,43,0,0,9,25
KO:K11906,9,21,4,0,0,0,0,10,8,0,0,0,13,12,0,0,0,14,24,0,0,0,6,8,0,10,35,4,3,0,8,0
KO:K11907,196,181,49,27,95,29,13,114,192,158,183,65,62,199,56,109,18,8,54,173,28,0,0,6,0,190,164,202,153,59,167,225
KO:K11908,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11910,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,21,15,0,0,0
KO:K11912,20,11,0,0,26,0,0,0,12,5,0,0,0,0,0,0,0,0,28,0,0,0,0,4,0,0,12,0,0,0,4,10
KO:K11913,0,0,0,0,7,0,0,0,6,14,11,0,0,0,0,0,0,0,48,0,0,0,0,0,0,6,0,15,0,0,0,14
KO:K11914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
KO:K11915,14,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,7,0,0,0,0,0,6
KO:K11917,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11921,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,36,0,9,0,0,0,0,0,0,0,3,0,0,12,41,0,0
KO:K11923,96,41,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11924,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11926,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11927,4689,1082,263,666,2192,417,369,1544,8988,1351,1440,537,238,861,201,340,1461,2183,1021,985,503,31,11,91,67,1288,1991,1355,1313,1011,810,2007
KO:K11928,26,20,0,0,3,0,0,0,14,0,53,0,0,36,0,2,0,7,104,93,0,0,0,0,0,8,0,6,4,0,0,0
KO:K11930,0,8,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,5,22,8,0,0,0,0
KO:K11931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,212,0,0
KO:K11933,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11934,14,3,0,0,56,0,0,0,0,17,0,0,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11935,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
KO:K11936,25,33,3,0,4,0,0,8,13,0,0,0,6,12,0,0,13,43,65,0,5,0,0,0,0,17,5,3,16,24,6,15
KO:K11939,4,0,0,0,33,23,7,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
KO:K11940,407,93,57,177,283,145,33,129,389,119,335,86,42,142,51,197,270,318,192,195,84,0,0,11,14,126,54,85,144,34,265,149
KO:K11941,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
KO:K11942,697,74,30,8,354,71,10,40,437,226,278,16,59,107,0,51,156,141,54,59,21,0,3,4,0,378,507,544,131,40,105,204
KO:K11945,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11948,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
KO:K11949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
KO:K11953,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
KO:K11954,0,0,0,0,0,0,0,10,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
KO:K11956,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11958,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
